Name,Radius,Mass,EqTemp,Insolation,Period,Habitable
Kepler-0,1.2483570765056164,1.699677718293001,254.24108625128093,0.04609622106130451,278.65063950350657,1
Kepler-1,0.9308678494144077,1.4623168414563845,280.7740664642241,0.569807494610249,361.8796511060916,1
Kepler-2,1.3238442690503462,1.0298151849600872,248.37900395000193,0.7931972332891779,366.80168720444465,1
Kepler-3,1.7615149282040128,0.676531611147213,272.601923518048,1.9438438286700952,412.2630345843406,0
Kepler-4,0.882923312638332,1.349111656806795,193.31926665231072,1.278276562266879,228.31416367191736,0
Kepler-5,0.8829315215254098,1.1967426927108749,298.66468536864693,0.3322592154500543,424.25672738473304,1
Kepler-6,1.7896064077536957,1.4475966100138662,288.0602737681112,1.2430181447088184,94.56083683972247,0
Kepler-7,1.3837173645764544,1.3175859008409847,247.14556844659046,0.22634800553081724,302.011544763619,1
Kepler-8,0.7652628070325239,1.5247763576596676,320.96228342162027,1.5413455269435365,316.17261575484554,0
Kepler-9,1.2712800217929823,0.7323823942197161,334.8785068813279,0.7644376740910607,428.33268260712384,0
Kepler-10,0.7682911535937689,1.6586970328171629,207.6220067815513,0.9531819056304146,367.2630852676869,0
Kepler-11,0.7671351232148715,1.0987998023461998,249.86376107168928,1.662898323771095,224.44369461437134,0
Kepler-12,1.120981135783017,2.0376304363126327,249.54288251063508,0.356418215707875,266.50068741829847,1
Kepler-13,0.043359877671101055,0.6554060909552161,241.00484494455677,0.3014409074435044,384.8680009547407,0
Kepler-14,0.13754108374348362,1.8679819015826247,329.47374209658744,0.7082003368269976,357.09326581354435,0
Kepler-15,0.7188562353795136,1.098955391731324,278.3086930613598,1.5191894255096583,307.08758903642536,0
Kepler-16,0.4935844398327881,0.6742909981927758,274.77425793446946,0.2403269622615788,316.9166210488021,0
Kepler-17,1.157123666297637,0.7580570829728392,187.80688177966232,-0.4160777990552844,434.6167997159289,0
Kepler-18,0.5459879622393946,0.8398263459028399,319.77090151046133,0.7744205707955006,313.23074271307854,0
Kepler-19,0.29384814933235426,1.2120829732009581,226.03708025732638,1.2758703999554601,356.19087559709266,0
Kepler-20,1.732824384460777,1.2614177440177499,290.9966315133164,1.6001308748694147,581.9936588080543,0
Kepler-21,0.8871118497567322,0.7131499980307106,301.8688468979096,0.7684193189573005,222.63173631160768,1
Kepler-22,1.0337641023439619,0.9878227038695085,356.03292979193253,0.7942866964419988,179.81572684253413,0
Kepler-23,0.2876259068932716,2.071135179305932,222.5589800440444,1.5769503671278735,443.35896647986067,0
Kepler-24,0.7278086377374087,1.8637715850503556,137.02439220895874,0.0651291501522897,297.13569387058965,0
Kepler-25,1.0554612948549331,1.218161834837016,297.1924772376847,0.8057396124084953,333.176247225738,1
Kepler-26,0.4245032112888486,1.0190017390841002,378.0255590755427,1.0952119449625288,286.88436218688855,0
Kepler-27,1.187849009172836,1.0600156633591307,349.9473176469719,1.2246093606425172,339.0199859232487,0
Kepler-28,0.6996806550405975,1.3067589863652083,298.4829707637313,0.7450966534045587,524.8538112096342,0
Kepler-29,0.8541531251033616,0.4886037174007972,263.4181907183976,1.0172205058529207,445.21284586181196,1
Kepler-30,0.6991466938853015,0.8713117312883274,328.35612983186553,-0.24416367670649475,451.2223511886977,0
Kepler-31,1.926139092254469,0.16570796306120528,239.32269001477658,0.6708757938330758,223.37729442073544,0
Kepler-32,0.993251387631033,1.1996115613026397,311.817888467811,1.2267543562772336,249.88462634471307,1
Kepler-33,0.4711445355220498,1.3235979698513705,313.2735079583313,0.5088529828726602,81.09213405145732,0
